rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,slope_angle_deg,vulnerability_index,pore_water_pressure_kpa,elevation_m,vegetation_ndvi,landslide_probability_true,landslide_occurred
100.74,301.78,58.07,24.31,52.62,8.53,832.9,0.469,0.9208,1
45.54,141.37,50.66,36.16,82.44,4.13,1566.6,0.393,0.8731,1
152.93,473.41,63.6,42.12,49.76,23.51,2923.0,0.4,0.9941,1
91.97,227.6,45.05,39.09,65.26,9.62,367.1,0.309,0.9207,1
380.0,750.0,86.26,49.69,55.65,42.05,1310.7,0.367,1.0,1
18.52,73.74,36.32,43.02,54.22,0.86,1479.9,0.302,0.6306,1
27.81,82.78,37.62,29.97,43.96,1.45,1693.7,0.575,0.4135,0
315.96,750.0,77.99,25.88,43.44,33.3,2043.5,0.591,0.9995,1
8.51,32.72,34.43,42.57,59.86,0.45,1829.2,0.474,0.5401,1
78.15,165.93,48.1,22.83,72.35,6.33,736.8,0.355,0.8766,1
108.69,257.17,46.31,41.09,93.5,6.58,1575.9,0.282,0.9617,1
38.51,102.89,34.66,54.06,43.07,2.4,1417.8,0.563,0.6512,1
24.82,80.02,42.98,40.83,32.4,2.01,3266.8,0.384,0.4959,0
19.85,61.35,37.28,36.48,20.1,1.52,2651.3,0.513,0.3245,0
34.31,119.79,38.3,42.59,39.71,2.27,3058.1,0.452,0.5959,1
67.37,224.94,44.94,38.08,56.02,4.8,2541.8,0.383,0.8833,1
15.52,73.4,27.31,40.1,59.24,0.86,387.7,0.367,0.5822,1
35.68,114.52,44.71,54.14,68.66,3.8,1764.4,0.271,0.8598,1
21.45,84.84,32.41,36.43,42.83,1.19,2767.3,0.367,0.5172,1
88.6,292.13,62.23,55.6,68.52,8.72,2151.8,0.207,0.9627,1
17.6,35.75,37.05,52.0,67.84,1.39,2703.2,0.269,0.7429,1
23.46,74.52,42.27,31.13,42.36,2.32,3374.4,0.251,0.602,1
8.56,45.09,43.0,25.81,43.35,0.9,1016.4,0.438,0.2562,0
13.67,58.59,29.9,27.42,15.06,0.61,3445.2,0.614,0.2084,0
28.29,120.61,31.61,22.0,77.32,1.43,597.8,0.392,0.6157,1
23.07,98.73,37.23,27.12,54.6,2.04,3236.1,0.406,0.5731,1
19.73,60.33,32.21,43.7,67.58,0.99,837.5,0.341,0.6827,1
36.85,83.72,36.74,25.91,51.52,2.23,2574.0,0.476,0.5462,1
25.57,98.47,37.97,34.75,63.97,1.97,2784.9,0.462,0.6166,1
46.3,151.59,43.89,49.2,71.75,3.94,2876.8,0.33,0.8113,1
29.25,66.64,31.33,22.53,58.61,2.15,1644.5,0.478,0.5889,1
26.41,100.82,45.65,48.0,61.97,2.41,758.9,0.267,0.8239,1
28.43,62.53,23.49,33.75,80.17,1.23,2826.9,0.349,0.688,1
158.44,427.12,60.51,28.2,66.18,12.43,2326.7,0.288,0.9917,1
37.03,104.48,27.39,44.1,41.03,2.5,1051.1,0.602,0.4773,0
174.01,408.75,69.47,42.21,33.26,21.14,1495.5,0.351,0.9912,1
135.9,376.67,68.67,50.63,49.95,18.15,1182.1,0.386,0.9888,1
39.05,86.55,49.1,45.27,39.18,3.55,3218.8,0.405,0.5515,1
23.51,56.13,48.97,47.59,65.95,2.49,2852.2,0.332,0.7418,1
86.9,269.26,44.45,33.75,14.57,7.88,3112.4,0.591,0.743,1
67.27,196.06,40.99,30.5,43.72,4.54,370.3,0.418,0.7845,1
19.99,87.06,48.91,45.77,62.22,1.83,2381.4,0.416,0.7344,1
49.66,120.18,34.44,47.72,61.17,3.89,1083.1,0.423,0.766,1
17.87,51.15,42.75,58.83,69.27,1.55,2669.1,0.253,0.7921,1
88.6,306.85,56.28,37.06,27.68,12.17,3140.6,0.569,0.9131,1
42.3,143.95,52.69,36.09,63.21,4.86,2727.5,0.548,0.7082,1
71.53,185.84,44.75,46.63,34.71,5.86,3205.8,0.483,0.7264,1
166.69,449.41,66.08,35.32,70.23,24.77,1515.8,0.42,0.9917,1
21.23,72.43,26.49,53.45,43.5,1.0,2259.7,0.255,0.709,1
54.97,127.69,34.06,49.77,48.38,2.77,1767.0,0.456,0.6777,1
39.25,136.46,45.93,37.43,54.93,3.64,2939.3,0.403,0.7132,1
60.94,117.98,41.7,45.78,73.85,4.22,2058.1,0.392,0.8423,1
103.06,331.55,60.05,45.9,41.38,7.63,2542.6,0.451,0.9359,1
67.72,183.71,51.98,27.53,25.96,5.2,2282.0,0.475,0.6807,1
39.0,106.62,43.69,51.86,58.04,2.42,3045.0,0.326,0.6713,1
3.93,45.96,48.15,39.14,49.76,0.42,1943.4,0.529,0.537,1
91.84,265.67,71.2,48.46,60.49,14.02,559.1,0.599,0.9599,1
6.35,31.41,36.03,34.78,96.58,0.46,3331.3,0.232,0.7495,1
97.95,290.91,63.25,51.5,64.97,14.96,2034.6,0.205,0.9745,1
127.23,364.13,49.25,36.51,66.9,8.97,2783.2,0.391,0.9702,1
60.41,218.44,35.47,21.09,15.64,3.03,2440.8,0.662,0.5191,1
57.92,121.17,33.98,52.0,85.39,4.69,1624.4,0.302,0.8654,1
140.17,377.88,68.3,26.96,46.73,19.54,3339.3,0.59,0.9649,1
20.84,60.39,43.15,34.76,71.91,1.73,2618.4,0.423,0.5069,1
67.68,208.7,58.3,54.74,38.5,8.53,964.0,0.337,0.9321,1
351.38,750.0,78.26,54.78,23.51,43.07,3486.2,0.476,0.9998,1
4.32,48.87,20.64,40.78,51.79,0.18,3499.5,0.33,0.4351,0
23.5,74.11,42.52,42.28,42.07,1.75,1155.4,0.329,0.5628,1
46.35,143.66,36.3,37.87,45.97,2.69,3451.1,0.554,0.6379,1
36.57,110.04,51.33,34.06,60.24,4.39,2237.4,0.51,0.6461,1
59.93,177.29,39.36,35.01,84.07,3.32,811.2,0.176,0.878,1
5.22,24.81,40.44,43.4,44.91,0.26,3428.2,0.529,0.5335,1
43.96,136.66,42.79,45.83,81.76,3.14,536.3,0.31,0.876,1
56.19,133.11,39.04,47.16,92.32,3.2,2303.4,0.339,0.848,1
188.9,564.48,80.56,47.09,37.1,34.3,2962.5,0.306,0.9978,1
100.02,238.0,48.64,26.96,43.28,6.64,2936.6,0.471,0.8112,1
18.81,69.64,44.48,38.89,60.03,2.02,220.5,0.349,0.5391,1
33.75,106.25,37.71,25.12,59.5,1.8,1603.1,0.459,0.6274,1
26.51,76.33,38.17,40.19,76.1,2.38,492.9,0.353,0.699,1
65.77,188.83,56.72,37.71,47.14,5.29,1056.7,0.279,0.8921,1
76.56,197.5,52.86,51.11,74.13,5.11,3295.5,0.254,0.9232,1
16.42,48.54,45.44,35.57,77.26,1.37,3118.6,0.325,0.7173,1
12.83,42.09,41.59,28.15,47.2,0.89,2375.4,0.45,0.4076,0
53.14,142.0,38.36,29.22,81.43,4.03,3164.7,0.358,0.7986,1
30.47,69.88,29.8,46.13,46.64,1.85,1243.6,0.596,0.5821,1
46.82,126.73,31.95,41.92,87.82,3.61,2932.9,0.288,0.8484,1
149.32,406.27,57.45,27.43,74.33,20.92,2460.3,0.287,0.9895,1
22.79,62.06,38.89,26.6,91.36,1.63,2622.2,0.414,0.6854,1
5.74,22.29,40.74,44.23,75.78,0.34,483.0,0.397,0.4467,0
143.65,434.02,72.34,26.0,35.99,15.81,1351.6,0.605,0.9756,1
17.46,43.72,47.95,48.28,96.04,1.11,360.8,0.179,0.7939,1
18.28,62.29,36.78,44.39,74.46,1.05,696.7,0.419,0.5915,1
67.77,193.4,46.67,26.46,83.82,7.54,1095.9,0.434,0.8535,1
13.54,49.57,41.37,26.64,35.67,0.94,2132.8,0.609,0.2747,0
66.18,265.91,52.12,58.24,33.13,6.96,2707.6,0.434,0.9261,1
32.41,78.15,30.98,36.15,70.53,2.49,558.0,0.462,0.5791,1
20.81,66.35,25.7,36.06,18.67,0.72,380.5,0.566,0.3281,0
50.06,133.28,59.02,47.94,71.13,6.52,3116.0,0.353,0.891,1
39.45,87.5,43.14,54.54,44.9,3.59,630.3,0.346,0.7014,1
43.78,106.07,46.68,58.16,73.19,4.63,1679.4,0.232,0.8485,1
40.95,93.26,51.09,45.86,62.55,2.88,572.1,0.497,0.7427,1
79.29,253.02,40.44,36.2,67.31,5.94,1965.7,0.352,0.8869,1
23.38,61.05,35.91,26.57,38.69,1.7,550.7,0.513,0.3334,0
86.48,229.6,43.39,46.66,88.71,8.21,2715.6,0.242,0.9666,1
27.55,121.64,51.91,40.41,92.22,3.04,482.4,0.315,0.8936,1
10.18,33.25,32.96,37.32,45.02,0.65,1619.7,0.346,0.435,0
38.4,125.57,44.53,52.06,74.25,3.09,1587.9,0.228,0.8067,1
11.44,79.44,32.53,27.89,22.69,0.9,3238.5,0.567,0.3464,0
51.99,142.88,43.2,38.85,61.98,3.23,1618.4,0.405,0.8028,1
13.09,57.64,45.17,21.16,60.97,0.87,434.1,0.393,0.5344,1
18.42,60.66,38.09,38.31,31.77,0.94,1993.3,0.534,0.3813,0
15.1,39.24,30.64,25.04,55.88,0.62,2592.4,0.437,0.4508,0
55.98,173.63,54.14,28.23,86.15,7.08,1313.3,0.379,0.8644,1
49.62,111.79,42.61,28.17,88.63,4.2,2208.3,0.448,0.7381,1
97.64,270.98,48.62,42.75,48.59,11.47,601.5,0.439,0.9064,1
20.25,55.65,34.56,45.62,33.44,1.65,1603.6,0.505,0.4523,0
41.25,129.35,37.17,41.02,55.54,2.44,747.5,0.321,0.8157,1
103.04,350.47,58.47,55.68,69.6,12.25,1103.1,0.165,0.9872,1
29.15,148.52,33.3,36.16,58.17,1.64,2315.3,0.496,0.5998,1
15.61,46.09,45.74,33.86,53.48,1.67,2686.9,0.574,0.4537,0
43.61,112.32,43.87,50.22,41.66,4.12,1228.0,0.52,0.7696,1
198.94,630.79,78.91,32.03,36.74,21.36,3466.4,0.434,0.9973,1
51.36,178.25,49.77,55.77,73.36,3.91,1139.8,0.228,0.921,1
55.3,133.23,29.58,21.27,46.71,3.36,695.5,0.376,0.575,1
36.93,101.88,25.8,56.36,66.84,1.45,3062.6,0.227,0.74,1
57.02,168.71,45.06,24.16,12.72,4.87,2344.0,0.625,0.6368,1
64.6,155.5,29.86,51.28,47.39,2.93,2442.5,0.417,0.758,1
27.37,66.28,42.72,39.67,89.12,2.44,2821.2,0.309,0.824,1
25.95,56.22,44.08,59.27,83.73,1.48,3498.3,0.301,0.8055,1
22.24,70.4,50.27,26.06,48.1,2.39,1137.6,0.582,0.3721,0
239.73,548.17,83.32,40.29,55.75,32.72,2008.6,0.411,0.999,1
8.21,23.41,45.07,56.31,26.02,0.66,2524.0,0.487,0.5446,1
106.7,272.17,37.18,39.56,80.51,7.25,682.5,0.336,0.9503,1
3.44,34.46,35.93,42.22,27.92,0.18,1212.5,0.581,0.2899,0
175.13,384.43,45.97,44.08,57.4,19.52,1211.9,0.489,0.9875,1
69.71,185.07,39.26,38.0,67.86,3.28,1280.6,0.404,0.8057,1
19.22,74.68,36.43,42.17,20.17,1.18,2570.1,0.553,0.3528,0
17.0,54.41,30.44,41.05,52.42,0.71,2155.4,0.452,0.5845,1
10.02,36.03,30.52,51.78,95.65,0.51,2562.4,0.2,0.7383,1
134.92,430.61,62.52,24.32,34.95,11.26,1890.8,0.66,0.9358,1
55.82,146.48,33.79,33.72,45.67,3.19,3353.0,0.347,0.6826,1
23.92,50.63,28.93,54.76,62.98,1.0,1918.2,0.333,0.6513,1
31.28,76.64,27.1,51.24,55.65,1.63,2191.7,0.403,0.6369,1
220.47,551.93,59.99,38.02,90.59,16.08,1184.4,0.304,0.999,1
156.86,472.56,72.77,41.97,78.03,21.21,393.9,0.291,0.9979,1
10.87,29.33,31.38,33.62,69.05,0.53,2891.2,0.491,0.4798,0
121.25,310.58,52.59,30.87,20.89,10.32,3026.3,0.469,0.9284,1
27.09,60.23,31.56,38.2,55.23,1.42,3007.8,0.483,0.5405,1
10.53,49.25,20.14,35.63,77.74,0.43,2845.5,0.332,0.4387,0
88.37,262.41,46.89,41.03,57.63,9.05,1086.4,0.294,0.8948,1
7.7,32.56,36.65,26.27,41.76,0.46,2096.9,0.546,0.2785,0
23.89,66.77,50.42,56.8,57.12,2.89,2889.3,0.225,0.7109,1
120.02,356.45,66.48,58.18,61.5,17.31,2263.9,0.218,0.9857,1
131.15,287.67,60.41,44.15,36.39,13.67,3363.3,0.44,0.9356,1
63.86,178.99,55.22,39.87,74.19,4.68,2436.4,0.438,0.9222,1
14.61,57.92,25.09,34.5,32.83,0.71,2050.2,0.595,0.4109,0
42.1,138.9,45.49,47.98,50.35,3.83,3484.8,0.419,0.782,1
25.62,59.14,40.76,43.75,41.97,1.44,1964.0,0.49,0.4748,0
92.11,225.13,44.96,29.96,83.79,9.56,3391.0,0.423,0.9342,1
16.63,45.86,48.27,52.3,41.24,1.36,240.1,0.311,0.6229,1
29.52,56.64,49.76,48.31,35.06,2.05,2015.3,0.584,0.5816,1
92.11,267.16,54.25,54.72,48.84,9.38,1153.6,0.316,0.9432,1
38.42,117.2,40.34,44.98,43.51,2.71,1505.6,0.309,0.6184,1
119.99,385.34,56.1,41.8,87.51,13.7,490.2,0.162,0.9891,1
209.41,531.04,72.17,37.18,44.57,21.53,1071.9,0.288,0.9968,1
65.78,182.76,33.14,53.57,92.32,2.67,2079.8,0.151,0.9348,1
80.67,191.47,38.79,50.11,52.6,5.69,2580.4,0.345,0.852,1
134.51,299.68,45.07,24.31,77.49,8.51,3204.1,0.38,0.9551,1
29.44,70.11,37.05,22.82,41.93,1.53,964.8,0.515,0.4328,0
34.37,83.74,40.71,36.2,85.6,2.91,2824.9,0.261,0.7766,1
22.58,69.9,42.63,47.86,65.84,1.48,281.0,0.372,0.7322,1
38.75,111.85,31.21,58.33,37.96,2.77,3149.6,0.434,0.5807,1
78.87,253.54,59.07,29.51,89.75,8.71,2162.7,0.388,0.9551,1
14.13,54.87,38.39,41.3,44.67,1.08,2991.0,0.264,0.4819,0
6.48,42.99,39.23,36.31,54.86,0.41,1042.2,0.454,0.488,0
21.05,63.29,39.66,56.36,71.26,1.24,1430.9,0.255,0.7595,1
53.57,142.83,45.13,49.09,40.29,3.4,520.4,0.376,0.7108,1
219.78,426.41,72.62,48.93,15.85,33.82,460.3,0.605,0.9918,1
52.61,172.73,54.29,38.31,90.88,5.99,2927.3,0.349,0.8914,1
165.67,474.06,69.99,37.11,43.37,21.34,1180.1,0.346,0.993,1
123.03,255.56,55.88,33.51,26.46,15.23,1363.7,0.639,0.913,1
9.57,37.31,29.69,25.04,70.61,0.64,1951.0,0.357,0.5012,1
33.99,100.83,32.86,50.05,57.09,1.98,2413.2,0.32,0.7378,1
19.42,88.77,37.98,47.94,56.19,1.51,353.9,0.36,0.701,1
155.45,459.19,55.37,61.45,61.42,20.53,2095.0,0.157,0.9952,1
20.97,56.86,31.51,60.12,83.5,0.86,2213.2,0.193,0.7441,1
2.77,10.38,33.05,40.33,71.16,0.11,3006.3,0.264,0.5498,1
44.76,129.09,46.56,46.38,26.16,3.78,710.3,0.454,0.7581,1
41.35,149.4,45.74,54.36,19.28,3.09,1685.9,0.517,0.6464,1
19.22,58.76,31.64,49.4,81.37,0.8,1764.9,0.432,0.6933,1
227.04,566.66,73.66,32.75,98.96,23.32,2996.9,0.442,0.9991,1
125.19,286.69,40.91,37.91,69.23,7.86,1396.2,0.301,0.9595,1
127.59,419.04,73.37,28.66,54.91,12.44,467.4,0.649,0.9785,1
177.54,471.8,59.14,55.03,64.41,16.95,2184.1,0.241,0.9956,1
97.12,270.34,52.66,41.61,60.97,7.02,2384.5,0.282,0.9707,1
23.28,146.16,29.49,32.18,62.25,1.38,2121.9,0.415,0.6052,1
77.97,255.63,62.34,43.38,71.48,10.24,1816.6,0.305,0.9663,1
16.31,43.35,43.09,41.92,59.17,1.55,903.4,0.332,0.7112,1
258.83,652.78,63.06,35.75,43.35,38.04,1977.5,0.418,0.9988,1
7.02,84.17,29.89,28.0,79.37,0.25,319.1,0.479,0.5226,1
75.52,286.8,66.27,43.38,49.49,7.15,2070.3,0.41,0.945,1
16.14,64.6,34.48,39.49,56.45,1.26,1814.0,0.349,0.6089,1
14.55,38.98,41.83,46.49,77.54,0.75,3343.7,0.191,0.7047,1
192.55,610.12,76.14,39.49,79.97,30.27,1255.8,0.255,0.9992,1
25.38,89.05,37.76,49.51,81.57,1.38,271.8,0.244,0.7167,1
33.21,82.87,46.55,40.25,73.64,2.87,2708.4,0.349,0.7641,1
161.7,396.59,50.13,40.47,75.31,19.87,753.3,0.372,0.9913,1
9.66,34.38,45.59,50.59,51.44,0.9,1996.7,0.377,0.5732,1
21.0,56.99,35.77,36.84,34.06,1.26,909.0,0.544,0.3674,0
34.05,66.4,46.05,28.86,20.0,3.29,1980.1,0.574,0.3765,0
9.04,24.19,26.69,23.03,75.74,0.29,2117.3,0.451,0.3433,0
41.66,99.63,28.6,45.92,66.45,2.9,2383.6,0.271,0.7803,1
6.18,39.75,25.29,41.98,37.81,0.26,1430.9,0.514,0.3719,0
20.88,47.72,36.55,44.32,64.56,1.89,401.6,0.393,0.6157,1
43.72,151.68,37.01,31.69,36.43,3.36,2169.8,0.607,0.4989,0
3.2,7.24,36.25,28.95,83.68,0.18,3052.9,0.473,0.534,1
104.11,285.94,61.6,21.58,8.9,12.82,1934.0,0.865,0.7049,1
29.49,73.29,46.69,35.56,49.73,2.33,1025.8,0.583,0.4798,0
93.59,270.56,52.02,41.19,93.89,9.91,1564.4,0.31,0.9858,1
164.57,445.75,77.52,36.58,41.29,28.42,1982.8,0.593,0.9908,1
85.25,213.73,44.05,37.62,93.13,6.8,489.3,0.44,0.9062,1
19.78,61.87,47.84,51.94,27.76,1.41,2074.7,0.403,0.5698,1
45.94,146.38,50.47,35.51,46.29,5.74,560.7,0.387,0.7434,1
15.83,53.19,36.16,39.35,49.68,0.99,786.9,0.312,0.492,0
330.89,750.0,98.0,46.89,76.88,46.35,1497.0,0.304,1.0,1
207.65,619.84,87.65,36.68,56.05,39.33,2837.9,0.343,0.9991,1
259.5,750.0,73.44,42.02,28.27,39.1,2918.5,0.643,0.9991,1
25.98,54.02,50.23,49.94,89.55,2.95,1132.7,0.085,0.8563,1
33.93,118.66,37.47,54.7,64.86,1.53,1975.3,0.268,0.7848,1
50.01,152.58,45.23,29.38,66.76,3.74,509.2,0.523,0.7332,1
29.72,97.71,32.71,53.2,56.75,1.56,3492.4,0.356,0.7021,1
40.34,104.25,52.47,38.84,71.23,5.08,2358.0,0.433,0.7638,1
8.12,39.73,35.14,33.07,13.53,0.47,939.8,0.506,0.2688,0
29.4,111.07,48.24,38.1,70.96,2.67,3169.0,0.257,0.7795,1
119.51,329.56,63.58,57.41,82.4,9.15,1354.2,0.289,0.9835,1
115.68,235.16,59.71,38.85,53.45,15.54,1108.3,0.467,0.9501,1
74.34,225.94,59.12,35.01,42.21,5.93,1181.5,0.543,0.8581,1
61.32,181.87,58.55,42.32,53.27,8.43,1803.9,0.401,0.777,1
30.94,94.04,34.9,32.54,29.43,2.33,310.4,0.678,0.2366,0
10.95,25.55,25.92,26.17,39.58,0.55,2349.8,0.552,0.2588,0
9.33,33.73,42.29,28.65,69.31,0.86,3327.6,0.487,0.4615,0
32.52,94.71,31.54,28.62,48.77,2.29,2891.3,0.53,0.5279,1
141.17,316.32,61.55,29.56,86.79,18.92,2876.5,0.202,0.9844,1
142.51,375.68,75.43,29.05,44.04,22.13,2754.4,0.547,0.9778,1
59.52,151.31,35.58,42.53,46.91,4.97,1377.3,0.485,0.7728,1
8.42,21.44,30.84,30.65,40.84,0.45,828.4,0.588,0.3098,0
29.73,121.02,45.9,35.44,89.43,2.64,1237.4,0.269,0.7853,1
31.1,82.15,42.42,51.56,52.61,3.25,770.2,0.446,0.6808,1
55.93,115.56,37.73,38.43,53.41,3.55,3008.1,0.328,0.7078,1
111.91,317.33,55.41,43.26,14.76,13.49,1589.4,0.561,0.917,1
81.22,277.47,46.83,30.31,28.69,6.5,2879.5,0.506,0.8291,1
29.22,129.72,49.33,31.01,32.33,2.61,1158.0,0.437,0.6351,1
64.48,189.15,46.5,24.0,73.56,4.91,674.4,0.354,0.8241,1
37.68,97.87,36.41,30.19,72.27,1.92,3072.9,0.495,0.6972,1
122.7,403.78,59.52,33.66,50.53,17.99,2836.4,0.548,0.9776,1
16.03,60.33,40.78,30.48,66.26,1.16,2035.3,0.378,0.5518,1
14.45,76.0,35.64,26.84,31.63,0.81,606.8,0.546,0.2925,0
54.38,177.17,53.99,28.3,90.66,5.99,1309.9,0.25,0.8922,1
13.13,40.12,38.65,38.14,80.4,0.68,389.9,0.426,0.6532,1
31.75,102.54,56.17,31.47,79.22,3.4,3164.1,0.459,0.7512,1
58.29,181.55,39.49,35.9,82.04,4.48,992.9,0.234,0.8495,1
230.21,608.36,78.89,39.1,34.32,26.42,1926.8,0.343,0.9984,1
31.11,99.93,46.7,43.92,64.89,3.56,3308.1,0.507,0.6649,1
224.24,511.94,76.39,23.88,80.58,33.8,2256.3,0.474,0.9981,1
27.0,87.02,37.67,47.45,62.52,1.51,2256.1,0.371,0.7807,1
34.96,79.85,31.98,42.18,17.26,2.55,2948.4,0.483,0.5153,1
180.61,562.39,82.95,26.48,43.43,23.96,2488.3,0.478,0.9944,1
66.06,153.96,46.9,50.45,49.31,6.66,1803.0,0.385,0.85,1
6.31,48.8,31.31,52.86,34.96,0.4,603.2,0.52,0.481,0
53.58,162.56,36.9,25.33,44.25,2.78,1839.0,0.47,0.5878,1
24.5,73.58,44.99,33.61,61.34,1.46,800.4,0.514,0.7359,1
120.1,298.5,62.26,47.69,69.59,14.88,1823.1,0.269,0.9726,1
23.64,73.26,31.63,45.7,87.03,1.55,272.4,0.164,0.798,1
160.29,427.03,68.2,30.74,31.75,14.98,1363.2,0.54,0.9755,1
15.67,71.04,38.6,31.57,70.49,0.86,382.5,0.466,0.5684,1
15.34,44.05,29.15,36.06,50.32,0.57,680.6,0.525,0.4322,0
34.07,123.78,29.18,38.67,30.33,1.37,2493.2,0.417,0.5372,1
48.62,142.0,53.33,41.92,79.84,5.09,3421.8,0.444,0.8146,1
26.65,104.82,48.75,36.02,75.26,1.9,2063.6,0.287,0.7362,1
53.94,184.44,41.92,38.18,82.37,3.56,759.3,0.365,0.8076,1
22.72,78.97,35.06,45.67,57.1,1.53,1442.3,0.285,0.6289,1
38.82,118.48,53.1,23.68,53.77,3.58,973.4,0.528,0.6232,1
4.42,12.36,45.49,32.9,19.93,0.46,357.9,0.555,0.2874,0
24.75,61.33,26.46,44.6,32.77,1.27,3213.1,0.449,0.4024,0
50.46,171.6,48.2,51.48,72.79,3.34,1989.1,0.369,0.8831,1
6.93,30.4,28.11,39.29,67.68,0.33,691.3,0.435,0.4592,0
114.59,236.37,50.9,39.77,46.14,8.96,2660.9,0.5,0.9236,1
105.27,267.32,58.23,27.71,72.5,9.42,765.2,0.251,0.9494,1
6.67,50.35,38.66,37.84,56.43,0.4,881.5,0.419,0.5263,1
15.41,53.07,25.23,39.78,72.87,0.68,2185.1,0.467,0.5417,1
217.32,451.34,66.46,32.61,28.6,19.81,1607.3,0.501,0.9929,1
109.8,332.12,47.3,33.39,93.7,7.94,3152.6,0.448,0.9778,1
13.55,62.32,36.11,36.22,33.07,1.03,2169.1,0.585,0.2758,0
145.05,382.49,68.17,22.2,46.7,22.5,802.1,0.499,0.9735,1
41.43,105.4,50.39,34.84,34.17,2.54,1766.5,0.488,0.5524,1
66.27,218.63,47.5,31.64,43.62,4.12,2598.2,0.332,0.8321,1
148.22,465.85,64.23,34.98,64.48,22.01,2180.4,0.412,0.9886,1
79.57,227.53,62.55,28.27,11.32,7.36,1260.0,0.542,0.7172,1
56.0,142.08,32.4,51.25,81.34,2.91,1475.2,0.147,0.901,1
25.29,153.01,44.72,41.28,70.15,1.85,2396.6,0.481,0.7685,1
26.92,74.75,43.53,43.59,38.42,2.73,1912.7,0.39,0.5704,1
68.29,216.9,42.65,47.08,33.49,4.11,443.4,0.612,0.742,1
80.27,157.26,41.82,38.99,67.91,7.57,2010.6,0.235,0.8942,1
233.84,456.55,67.7,26.75,74.01,28.62,1700.8,0.282,0.9981,1
19.63,56.49,44.11,39.89,48.41,1.92,2889.3,0.474,0.5117,1
20.96,63.13,33.53,41.11,47.44,1.47,570.7,0.491,0.5197,1
120.43,283.96,42.47,45.6,19.84,11.01,203.4,0.676,0.8789,1
36.31,107.67,44.65,37.49,86.31,2.19,2908.5,0.272,0.78,1
59.65,145.76,35.07,28.6,60.65,3.35,897.1,0.441,0.6669,1
2.87,18.3,31.9,33.8,68.4,0.14,304.0,0.506,0.451,0
19.29,68.73,35.51,35.87,28.51,0.93,929.3,0.499,0.4419,0
77.55,153.0,35.23,42.66,42.36,5.55,3123.8,0.473,0.7031,1
28.87,106.51,28.28,40.71,21.48,1.72,764.8,0.386,0.4554,0
169.32,437.42,61.56,35.7,72.54,14.42,1256.0,0.472,0.9916,1
380.0,750.0,98.0,58.23,77.88,65.0,2214.9,0.493,1.0,1
44.97,149.35,53.38,41.6,60.46,3.78,792.2,0.328,0.8315,1
13.5,85.57,47.86,32.45,70.85,1.09,2329.0,0.63,0.5549,1
55.8,159.61,45.51,27.46,66.23,6.33,2532.0,0.536,0.719,1
82.26,229.11,37.71,29.6,77.03,4.5,962.5,0.476,0.9018,1
27.26,87.2,47.86,32.71,76.41,1.77,517.6,0.401,0.6983,1
33.84,158.32,37.36,29.89,26.47,1.96,1526.5,0.574,0.4803,0
102.38,199.84,41.58,30.81,46.05,10.27,2505.5,0.535,0.8617,1
61.45,158.99,40.46,33.84,67.92,3.37,2884.6,0.427,0.7818,1
18.35,46.05,32.44,30.35,51.47,1.19,321.0,0.29,0.4255,0
100.39,269.24,41.79,51.56,43.77,9.36,1970.7,0.418,0.9117,1
46.86,172.61,36.92,26.4,74.52,4.15,1049.3,0.569,0.6083,1
37.24,129.34,59.21,39.59,41.51,4.02,1573.1,0.516,0.758,1
81.95,271.39,57.75,37.0,65.18,8.5,1944.9,0.28,0.9578,1
119.91,228.88,51.22,57.69,50.41,13.98,2626.3,0.313,0.9439,1
22.04,67.76,32.58,27.93,39.6,1.04,331.3,0.633,0.3603,0
49.7,97.48,37.5,36.71,55.2,3.36,762.2,0.47,0.599,1
17.64,95.52,42.17,56.32,74.86,1.51,2233.9,0.372,0.6814,1
160.12,340.78,65.74,50.08,43.43,22.21,1654.8,0.448,0.9824,1
29.38,96.17,50.95,48.1,69.33,2.01,892.6,0.427,0.7816,1
71.81,181.29,37.03,33.07,62.35,6.19,414.4,0.479,0.7783,1
24.55,90.67,33.29,30.26,27.51,1.85,3218.8,0.579,0.3121,0
180.3,475.55,71.69,43.29,22.91,20.84,1397.6,0.566,0.993,1
24.19,62.12,51.02,53.36,47.14,2.24,1554.8,0.18,0.7267,1
335.74,730.24,87.76,40.37,28.32,50.07,362.1,0.446,0.9999,1
2.27,9.23,38.26,40.73,97.67,0.22,2637.3,0.341,0.689,1
22.55,73.24,29.26,33.7,81.57,1.29,3474.2,0.226,0.6331,1
6.33,100.26,45.66,46.4,52.33,0.45,3428.4,0.484,0.6427,1
265.99,646.83,81.32,30.83,52.51,46.93,1227.0,0.481,0.9994,1
112.49,337.81,53.9,34.88,52.51,13.75,3371.8,0.371,0.9605,1
27.76,104.12,39.13,37.35,77.37,2.33,1545.3,0.365,0.7031,1
20.57,65.72,39.76,39.2,60.83,1.07,1477.9,0.319,0.6291,1
5.2,47.03,24.67,32.61,59.52,0.2,2944.4,0.501,0.3742,0
203.71,470.73,62.01,28.05,78.62,21.11,2812.9,0.507,0.9954,1
12.19,73.09,31.92,41.72,43.18,0.58,1767.2,0.443,0.5062,1
44.01,118.53,51.89,33.94,20.06,4.17,1676.5,0.697,0.4542,0
